candidate_oracle_evidence_id,candidate_oracle_label,candidate_oracle_score,extraction_oracle_evidence_id,extraction_oracle_label,extraction_oracle_score,fact_id,loss_stage,mode,source_doc_id,source_oracle_evidence_id,source_oracle_label,source_oracle_score,top10_label,top1_label,top3_label,top5_label
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.25,membrane:snpbi_1_42|unresolved:fuming_sulfuric_acid,UNSUPPORTED,0.125,DOC02-FACT-005,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.125,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.2857,active_species:4_4_dichloro_3_3_disulfonylterphenylene|membrane:sptpc_2_59,UNSUPPORTED,0.1429,DOC02-FACT-006,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.2857,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.3333,membrane:snpbi_1_42|unresolved:fuming_sulfuric_acid,UNSUPPORTED,0.1667,DOC02-FACT-007,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.1667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:current_density_100_ma_cm2|measurement:ee_83_0_percent,UNSUPPORTED,0.1667,active_species:4_4_dichloro_3_3_disulfonylterphenylene|membrane:sptpc_2_59,UNSUPPORTED,0.1667,DOC02-FACT-008,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.1667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.6,condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.6,DOC02-FACT-009,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.4,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:mep_concentration|degradation:dendrite_growth|degradation:ohmic_resistance_increase|metric:bromine_crossover_rate|metric:ce|metric:ee|metric:ve,UNSUPPORTED,0.3333,active_species:dimethylacetamide|membrane:pbi,UNSUPPORTED,0.0,DOC02-FACT-010,extraction_or_representation,final_no_rerank,DOC02,chunk-hyperrag-DOC02,PARTIALLY_SUPPORTED,1.0,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59|metric:vanadium_permeability_of_pbi|metric:vanadium_permeability_of_snpbi_1_42|metric:vanadium_permeability_of_sptpc_2_59|unresolved:vanadium_permeability_of_speek_apk,UNSUPPORTED,0.3333,membrane:snpbi_1_42|unresolved:fuming_sulfuric_acid,UNSUPPORTED,0.3333,DOC02-FACT-011,benchmark_or_judge,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.0,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59|metric:vanadium_permeability_of_pbi|metric:vanadium_permeability_of_snpbi_1_42|metric:vanadium_permeability_of_sptpc_2_59|unresolved:vanadium_permeability_of_speek_apk,PARTIALLY_SUPPORTED,0.6,condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.6,DOC02-FACT-012,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.4,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED
condition:temperature_2_45_ohm·cm2|membrane:pbi,UNSUPPORTED,0.1667,active_species:dimethylacetamide|membrane:pbi,UNSUPPORTED,0.1667,DOC02-FACT-013,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:chemical_attack_by_v_v_on_aromatic_backbone|membrane:speek_apk,UNSUPPORTED,0.3333,degradation:chemical_attack_by_v_v_on_aromatic_backbone|membrane:speek_apk,UNSUPPORTED,0.3333,DOC02-FACT-014,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.6,condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.6,DOC02-FACT-015,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.4,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
degradation:capacity_fading|degradation:chemical_attack_by_v_v_on_aromatic_backbone|degradation:desulfonation|membrane:snpbi_1_42,PARTIALLY_SUPPORTED,0.6,degradation:capacity_fading|degradation:chemical_attack_by_v_v_on_aromatic_backbone|degradation:desulfonation|membrane:snpbi_1_42,PARTIALLY_SUPPORTED,0.6,DOC02-FACT-016,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,PARTIALLY_SUPPORTED,0.6,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:current_density_71_8_percent|condition:current_density_73_percent|condition:current_density_77_9_percent|condition:current_density_80_4_percent|condition:current_density_80_5_percent|condition:current_density_81_4_percent|condition:current_density_82_1_percent|condition:current_density_83_8_percent|condition:current_density_96_3_percent|condition:current_density_96_8_percent|condition:current_density_98_1_percent|condition:current_density_98_4_percent|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.75,condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.75,DOC02-FACT-017,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,PARTIALLY_SUPPORTED,0.5,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
degradation:capacity_fading|degradation:chemical_attack_by_v_v_on_aromatic_backbone|degradation:desulfonation|membrane:snpbi_1_42,PARTIALLY_SUPPORTED,0.5,degradation:desulfonation|membrane:snpbi_1_42,PARTIALLY_SUPPORTED,1.0,DOC02-FACT-018,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,PARTIALLY_SUPPORTED,1.0,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:current_density_71_8_percent|condition:current_density_73_percent|condition:current_density_77_9_percent|condition:current_density_80_4_percent|condition:current_density_80_5_percent|condition:current_density_81_4_percent|condition:current_density_82_1_percent|condition:current_density_83_8_percent|condition:current_density_96_3_percent|condition:current_density_96_8_percent|condition:current_density_98_1_percent|condition:current_density_98_4_percent|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,UNSUPPORTED,0.4,condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,UNSUPPORTED,0.4,DOC02-FACT-019,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.2,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:current_density_10_ma_cm2|condition:current_density_20_ma_cm2|condition:current_density_30_ma_cm2|condition:current_density_40_ma_cm2|condition:current_density_78_3_percent|condition:current_density_80_5_percent|condition:current_density_82_8_percent|condition:current_density_85_2_percent,UNSUPPORTED,0.1429,membrane:snpbi_1_42|unresolved:fuming_sulfuric_acid,UNSUPPORTED,0.1429,DOC02-FACT-020,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.2857,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.25,active_species:4_4_dichloro_3_3_disulfonylterphenylene|membrane:sptpc_2_59,UNSUPPORTED,0.125,DOC02-FACT-021,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.125,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.5,condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,PARTIALLY_SUPPORTED,0.5,DOC02-FACT-022,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,PARTIALLY_SUPPORTED,0.5,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
active_species:tempo|condition:current_density_100_ma_cm2|measurement:ce_96_8_percent|measurement:ee_80_2_percent|membrane:nafion_117|unresolved:methyl_viologen_mv,UNSUPPORTED,0.3333,active_species:n_methyl_2_pyrrolidone_nmp|membrane:speek_apk,UNSUPPORTED,0.1667,DOC02-FACT-023,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.1667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59|metric:vanadium_permeability_of_pbi|metric:vanadium_permeability_of_snpbi_1_42|metric:vanadium_permeability_of_sptpc_2_59|unresolved:vanadium_permeability_of_speek_apk,UNSUPPORTED,0.4444,condition:temperature_0_mmol_g|condition:temperature_1_26_mmol_g|condition:temperature_1_42_mmol_g|condition:temperature_2_59_mmol_g|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59,UNSUPPORTED,0.4444,DOC02-FACT-024,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.2222,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_28_percent|membrane:pbi|membrane:snpbi_1_42|membrane:speek_apk|membrane:sptpc_2_59|metric:water_uptake_of_pbi|metric:water_uptake_of_snpbi_1_42|unresolved:water_uptake_of_speek_apk,UNSUPPORTED,0.4,degradation:mechanical_degradation_due_to_excessive_swelling|membrane:sptpc_2_59,UNSUPPORTED,0.4,DOC02-FACT-025,retrieved,final_no_rerank,DOC02,chunk-hyperrag-DOC02,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:boric_acid|electrode:bmc_c,UNSUPPORTED,0.4444,active_species:boric_acid|electrode:bmc_c,UNSUPPORTED,0.4444,DOC03-FACT-001,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.4444,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
electrode:bmc_c|measurement:ee_82_5_percent,PARTIALLY_SUPPORTED,0.5,electrode:bmc_c|measurement:ee_82_5_percent,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-002,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.25,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
electrode:bmc_c|measurement:contact_angle_92_8_degree,PARTIALLY_SUPPORTED,0.5,active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-003,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.375,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-004,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.375,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.6667,active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.6667,DOC03-FACT-005,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,PARTIALLY_SUPPORTED,0.5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-006,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,PARTIALLY_SUPPORTED,0.6667,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
electrode:bmc_c|measurement:ee_82_5_percent,PARTIALLY_SUPPORTED,0.5,electrode:bmc_c|measurement:ee_82_5_percent,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-007,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.1667,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:temperature_1_34_ohmcm2|condition:temperature_2_17_ohmcm2|condition:temperature_3_82_ohmcm2|electrode:bmc_c|electrode:c_c|electrode:mc_c,PARTIALLY_SUPPORTED,0.5,active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-008,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
electrode:bmc_c|measurement:ce_97_0_percent,PARTIALLY_SUPPORTED,0.5,electrode:bmc_c|measurement:ce_97_0_percent,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-009,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.25,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.2,active_species:boric_acid|electrode:bmc_c,UNSUPPORTED,0.4,DOC03-FACT-010,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.2,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:flow_rate_10_ml_min|metric:pumping_power,UNSUPPORTED,0.4286,condition:flow_rate_10_ml_min|metric:pumping_power,UNSUPPORTED,0.4286,DOC04-FACT-001,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.1667,degradation:capacity_fading|degradation:vanadium_crossover,UNSUPPORTED,0.0,DOC04-FACT-002,extraction_or_representation,final_no_rerank,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.3636,active_species:voso4|condition:acid_concentration_2_to_5_mol_l|condition:electrolyte_volume_per_half_cell|condition:vanadium_concentration_1_2_to_3_mol_l|species:h2so4,UNSUPPORTED,0.1818,DOC04-FACT-003,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.4,condition:vanadium_concentration_1_6_mol_l|measurement:ee_83_0_percent,UNSUPPORTED,0.2,DOC04-FACT-004,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.6,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,PARTIALLY_SUPPORTED,0.6667,metric:pumping_power|unresolved:net_energy_efficiency_range,UNSUPPORTED,0.3333,DOC04-FACT-005,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,1.0,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.25,degradation:capacity_fading|degradation:vanadium_crossover,UNSUPPORTED,0.0,DOC04-FACT-006,extraction_or_representation,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.75,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_2_mol_l|condition:vanadium_concentration_3_mol_l|degradation:capacity_fading|degradation:thermal_precipitation|degradation:vanadium_precipitation,PARTIALLY_SUPPORTED,0.6,condition:acid_concentration_2_mol_l|condition:vanadium_concentration_3_mol_l|degradation:capacity_fading|degradation:thermal_precipitation|degradation:vanadium_precipitation,PARTIALLY_SUPPORTED,0.6,DOC04-FACT-007,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.6,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
degradation:vanadium_crossover|membrane:nafion_117,UNSUPPORTED,0.3333,degradation:capacity_fading|degradation:vanadium_crossover,UNSUPPORTED,0.1667,DOC04-FACT-008,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,PARTIALLY_SUPPORTED,0.5,condition:vanadium_concentration_1_6_mol_l|measurement:ee_83_0_percent,UNSUPPORTED,0.1667,DOC04-FACT-009,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.1667,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:flow_rate_10_ml_min|degradation:non_uniform_current_distribution,PARTIALLY_SUPPORTED,0.5,condition:flow_rate_10_ml_min|degradation:non_uniform_current_distribution,PARTIALLY_SUPPORTED,0.5,DOC04-FACT-010,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.25,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,PARTIALLY_SUPPORTED,0.5,condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,PARTIALLY_SUPPORTED,0.5,DOC05-FACT-001,retrieved,final_no_rerank,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3333,PARTIALLY_SUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
